AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
AA,0
